Sublist	Category	Term	RT	Genes	Count	%	P-Value	Benjamini	Fisher Exact	-Log
	GOTERM_BP_DIRECT	cellular response to drug	RT		12	0.9	5.00E-03	1.20E-01	1.60E-03	2.795880017
	GOTERM_BP_DIRECT	positive regulation of telomerase activity	RT		8	0.6	6.80E-03	1.50E-01	1.60E-03	2.795880017
	GOTERM_BP_DIRECT	fibroblast proliferation	RT		8	0.6	6.80E-03	1.50E-01	1.60E-03	2.795880017
	GOTERM_BP_DIRECT	regulation of stem cell differentiation	RT		6	0.5	9.20E-03	1.90E-01	1.60E-03	2.795880017
	GOTERM_BP_DIRECT	protein targeting	RT		9	0.7	6.40E-03	1.50E-01	1.70E-03	2.769551079
	GOTERM_BP_DIRECT	cytoplasmic mRNA processing body assembly	RT		5	0.4	1.20E-02	2.30E-01	1.70E-03	2.769551079
	GOTERM_BP_DIRECT	hepatocyte apoptotic process	RT		5	0.4	1.20E-02	2.30E-01	1.70E-03	2.769551079
	GOTERM_BP_DIRECT	negative regulation of amyloid fibril formation	RT		5	0.4	1.20E-02	2.30E-01	1.70E-03	2.769551079
	GOTERM_BP_DIRECT	positive regulation of cellular protein catabolic process	RT		5	0.4	1.20E-02	2.30E-01	1.70E-03	2.769551079
	GOTERM_BP_DIRECT	negative regulation of chromatin silencing	RT		5	0.4	1.20E-02	2.30E-01	1.70E-03	2.769551079
	GOTERM_BP_DIRECT	protein homotetramerization	RT		11	0.8	5.80E-03	1.40E-01	1.80E-03	2.744727495
	GOTERM_BP_DIRECT	"fructose 1,6-bisphosphate metabolic process"	RT		4	0.3	1.90E-02	3.30E-01	2.00E-03	2.698970004
	GOTERM_BP_DIRECT	RNA secondary structure unwinding	RT		4	0.3	1.90E-02	3.30E-01	2.00E-03	2.698970004
	GOTERM_BP_DIRECT	establishment of protein localization to membrane	RT		4	0.3	1.90E-02	3.30E-01	2.00E-03	2.698970004
	GOTERM_BP_DIRECT	nuclear pore complex assembly	RT		4	0.3	1.90E-02	3.30E-01	2.00E-03	2.698970004
	GOTERM_BP_DIRECT	DNA topological change	RT		4	0.3	1.90E-02	3.30E-01	2.00E-03	2.698970004
	GOTERM_BP_DIRECT	DNA strand elongation involved in DNA replication	RT		4	0.3	1.90E-02	3.30E-01	2.00E-03	2.698970004
	GOTERM_BP_DIRECT	malate metabolic process	RT		4	0.3	1.90E-02	3.30E-01	2.00E-03	2.698970004
	GOTERM_BP_DIRECT	electron transport chain	RT		11	0.8	6.50E-03	1.50E-01	2.10E-03	2.677780705
	GOTERM_BP_DIRECT	cellular response to unfolded protein	RT		7	0.5	9.80E-03	2.00E-01	2.10E-03	2.677780705
	GOTERM_BP_DIRECT	hydrogen peroxide catabolic process	RT		7	0.5	9.80E-03	2.00E-01	2.10E-03	2.677780705
	GOTERM_BP_DIRECT	regulation of centrosome duplication	RT		6	0.5	1.10E-02	2.30E-01	2.10E-03	2.677780705
	GOTERM_BP_DIRECT	negative regulation of catalytic activity	RT		17	1.3	5.80E-03	1.40E-01	2.40E-03	2.619788758
	GOTERM_BP_DIRECT	aerobic respiration	RT		12	0.9	7.00E-03	1.60E-01	2.40E-03	2.619788758
	GOTERM_BP_DIRECT	positive regulation of substrate adhesion-dependent cell spreading	RT		9	0.7	8.50E-03	1.90E-01	2.40E-03	2.619788758
	GOTERM_BP_DIRECT	response to amine	RT		5	0.4	1.60E-02	2.80E-01	2.40E-03	2.619788758
	GOTERM_BP_DIRECT	programmed cell death	RT		5	0.4	1.60E-02	2.80E-01	2.40E-03	2.619788758
	GOTERM_BP_DIRECT	cellular response to interferon-gamma	RT		15	1.1	6.60E-03	1.50E-01	2.60E-03	2.585026652
	GOTERM_BP_DIRECT	response to hydrogen peroxide	RT		10	0.8	8.50E-03	1.90E-01	2.60E-03	2.585026652
	GOTERM_BP_DIRECT	negative regulation of protein kinase activity	RT		12	0.9	7.80E-03	1.70E-01	2.70E-03	2.568636236
	GOTERM_BP_DIRECT	regulation of mRNA stability	RT		8	0.6	1.10E-02	2.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	RT		8	0.6	1.10E-02	2.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	cholesterol biosynthetic process	RT		8	0.6	1.10E-02	2.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	nuclear envelope organization	RT		6	0.5	1.40E-02	2.60E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	modification of postsynaptic actin cytoskeleton	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	regulation of type I interferon-mediated signaling pathway	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	scaRNA localization to Cajal body	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	establishment of Sertoli cell barrier	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	AMP biosynthetic process	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	tRNA aminoacylation	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	GMP salvage	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	positive regulation of cyclic-nucleotide phosphodiesterase activity	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	membrane to membrane docking	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	AMP salvage	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	protein localization to bicellular tight junction	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	positive regulation of low-density lipoprotein receptor activity	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	stress granule disassembly	RT		3	0.2	4.00E-02	5.20E-01	2.80E-03	2.552841969
	GOTERM_BP_DIRECT	aging	RT		24	1.8	6.10E-03	1.40E-01	3.00E-03	2.522878745
	GOTERM_BP_DIRECT	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	RT		10	0.8	9.60E-03	2.00E-01	3.00E-03	2.522878745
	GOTERM_BP_DIRECT	transferrin transport	RT		4	0.3	2.60E-02	4.00E-01	3.10E-03	2.508638306
	GOTERM_BP_DIRECT	glucose 6-phosphate metabolic process	RT		4	0.3	2.60E-02	4.00E-01	3.10E-03	2.508638306
	GOTERM_BP_DIRECT	chromatin assembly	RT		4	0.3	2.60E-02	4.00E-01	3.10E-03	2.508638306
	GOTERM_BP_DIRECT	mitochondrial fragmentation involved in apoptotic process	RT		4	0.3	2.60E-02	4.00E-01	3.10E-03	2.508638306
	GOTERM_BP_DIRECT	erythrocyte homeostasis	RT		4	0.3	2.60E-02	4.00E-01	3.10E-03	2.508638306
	GOTERM_BP_DIRECT	tetrahydrofolate interconversion	RT		4	0.3	2.60E-02	4.00E-01	3.10E-03	2.508638306
	GOTERM_BP_DIRECT	tubulin complex assembly	RT		4	0.3	2.60E-02	4.00E-01	3.10E-03	2.508638306
	GOTERM_BP_DIRECT	nucleosome positioning	RT		5	0.4	2.00E-02	3.30E-01	3.30E-03	2.48148606
	GOTERM_BP_DIRECT	cellular response to steroid hormone stimulus	RT		5	0.4	2.00E-02	3.30E-01	3.30E-03	2.48148606
	GOTERM_BP_DIRECT	negative regulation of DNA recombination	RT		5	0.4	2.00E-02	3.30E-01	3.30E-03	2.48148606
	GOTERM_BP_DIRECT	cell motility	RT		8	0.6	1.30E-02	2.40E-01	3.40E-03	2.468521083
	GOTERM_BP_DIRECT	response to ischemia	RT		11	0.8	1.00E-02	2.10E-01	3.50E-03	2.455931956
	GOTERM_BP_DIRECT	cellular protein localization	RT		11	0.8	1.00E-02	2.10E-01	3.50E-03	2.455931956
	GOTERM_BP_DIRECT	positive regulation of protein complex assembly	RT		10	0.8	1.10E-02	2.20E-01	3.50E-03	2.455931956
	GOTERM_BP_DIRECT	blastocyst development	RT		6	0.5	1.70E-02	3.00E-01	3.50E-03	2.455931956
	GOTERM_BP_DIRECT	positive regulation of transcription from RNA polymerase I promoter	RT		6	0.5	1.70E-02	3.00E-01	3.50E-03	2.455931956
	GOTERM_BP_DIRECT	response to xenobiotic stimulus	RT		28	2.1	6.80E-03	1.50E-01	3.60E-03	2.443697499
	GOTERM_BP_DIRECT	cellular response to epidermal growth factor stimulus	RT		9	0.7	1.30E-02	2.40E-01	3.80E-03	2.420216403
	GOTERM_BP_DIRECT	establishment or maintenance of cell polarity	RT		10	0.8	1.20E-02	2.40E-01	4.00E-03	2.397940009
	GOTERM_BP_DIRECT	regulation of mitochondrial membrane potential	RT		7	0.5	1.60E-02	2.90E-01	4.00E-03	2.397940009
	GOTERM_BP_DIRECT	apoptotic mitochondrial changes	RT		5	0.4	2.40E-02	3.90E-01	4.40E-03	2.356547324
	GOTERM_BP_DIRECT	RNA transport	RT		4	0.3	3.40E-02	4.80E-01	4.70E-03	2.327902142
	GOTERM_BP_DIRECT	nucleotide biosynthetic process	RT		4	0.3	3.40E-02	4.80E-01	4.70E-03	2.327902142
	GOTERM_BP_DIRECT	protein modification by small protein conjugation	RT		4	0.3	3.40E-02	4.80E-01	4.70E-03	2.327902142
	GOTERM_BP_DIRECT	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	RT		4	0.3	3.40E-02	4.80E-01	4.70E-03	2.327902142
	GOTERM_BP_DIRECT	endoplasmic reticulum tubular network organization	RT		4	0.3	3.40E-02	4.80E-01	4.70E-03	2.327902142
	GOTERM_BP_DIRECT	nucleoside monophosphate phosphorylation	RT		4	0.3	3.40E-02	4.80E-01	4.70E-03	2.327902142
	GOTERM_BP_DIRECT	regulation of smooth muscle cell proliferation	RT		4	0.3	3.40E-02	4.80E-01	4.70E-03	2.327902142
	GOTERM_BP_DIRECT	postreplication repair	RT		4	0.3	3.40E-02	4.80E-01	4.70E-03	2.327902142
	GOTERM_BP_DIRECT	actin filament organization	RT		18	1.4	1.20E-02	2.30E-01	5.50E-03	2.259637311
	GOTERM_BP_DIRECT	response to testosterone	RT		8	0.6	1.90E-02	3.30E-01	5.50E-03	2.259637311
	GOTERM_BP_DIRECT	regulation of multicellular organism growth	RT		6	0.5	2.40E-02	3.90E-01	5.50E-03	2.259637311
	GOTERM_BP_DIRECT	Rac protein signal transduction	RT		6	0.5	2.40E-02	3.90E-01	5.50E-03	2.259637311
	GOTERM_BP_DIRECT	positive regulation of NF-kappaB transcription factor activity	RT		20	1.5	1.20E-02	2.30E-01	5.70E-03	2.244125144
	GOTERM_BP_DIRECT	protein peptidyl-prolyl isomerization	RT		7	0.5	2.20E-02	3.60E-01	5.70E-03	2.244125144
	GOTERM_BP_DIRECT	mitochondrial fusion	RT		5	0.4	3.00E-02	4.40E-01	5.70E-03	2.244125144
	GOTERM_BP_DIRECT	positive regulation of transcription from RNA polymerase III promoter	RT		5	0.4	3.00E-02	4.40E-01	5.70E-03	2.244125144
	GOTERM_BP_DIRECT	response to steroid hormone	RT		5	0.4	3.00E-02	4.40E-01	5.70E-03	2.244125144
	GOTERM_BP_DIRECT	endocytic recycling	RT		10	0.8	1.70E-02	3.00E-01	5.80E-03	2.236572006
	GOTERM_BP_DIRECT	positive regulation of interferon-beta production	RT		8	0.6	2.10E-02	3.60E-01	6.40E-03	2.193820026
	GOTERM_BP_DIRECT	chromatin remodeling	RT		21	1.6	1.30E-02	2.50E-01	6.60E-03	2.180456064
	GOTERM_BP_DIRECT	cellular response to insulin stimulus	RT		15	1.1	1.50E-02	2.70E-01	6.60E-03	2.180456064
	GOTERM_BP_DIRECT	NADH metabolic process	RT		4	0.3	4.30E-02	5.30E-01	6.60E-03	2.180456064
	GOTERM_BP_DIRECT	adherens junction assembly	RT		4	0.3	4.30E-02	5.30E-01	6.60E-03	2.180456064
	GOTERM_BP_DIRECT	NADP metabolic process	RT		4	0.3	4.30E-02	5.30E-01	6.60E-03	2.180456064
	GOTERM_BP_DIRECT	pyruvate metabolic process	RT		4	0.3	4.30E-02	5.30E-01	6.60E-03	2.180456064
	GOTERM_BP_DIRECT	regulation of cellular senescence	RT		4	0.3	4.30E-02	5.30E-01	6.60E-03	2.180456064
	GOTERM_BP_DIRECT	positive regulation of gene silencing by miRNA	RT		4	0.3	4.30E-02	5.30E-01	6.60E-03	2.180456064
	GOTERM_BP_DIRECT	"tRNA splicing, via endonucleolytic cleavage and ligation"	RT		4	0.3	4.30E-02	5.30E-01	6.60E-03	2.180456064
	GOTERM_BP_DIRECT	establishment of endothelial intestinal barrier	RT		4	0.3	4.30E-02	5.30E-01	6.60E-03	2.180456064
	GOTERM_BP_DIRECT	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	RT		4	0.3	4.30E-02	5.30E-01	6.60E-03	2.180456064
	GOTERM_BP_DIRECT	positive regulation of interferon-alpha production	RT		6	0.5	2.80E-02	4.30E-01	6.70E-03	2.173925197
	GOTERM_BP_DIRECT	positive regulation of erythrocyte differentiation	RT		7	0.5	2.50E-02	3.90E-01	6.80E-03	2.167491087
	GOTERM_BP_DIRECT	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	RT		5	0.4	3.60E-02	5.00E-01	7.30E-03	2.13667714
	GOTERM_BP_DIRECT	endoplasmic reticulum unfolded protein response	RT		9	0.7	2.20E-02	3.80E-01	7.50E-03	2.124938737
	GOTERM_BP_DIRECT	double-strand break repair via nonhomologous end joining	RT		7	0.5	2.80E-02	4.30E-01	8.00E-03	2.096910013
	GOTERM_BP_DIRECT	RNA catabolic process	RT		7	0.5	2.80E-02	4.30E-01	8.00E-03	2.096910013
	GOTERM_BP_DIRECT	ATP metabolic process	RT		7	0.5	2.80E-02	4.30E-01	8.00E-03	2.096910013
	GOTERM_BP_DIRECT	posttranscriptional regulation of gene expression	RT		6	0.5	3.20E-02	4.70E-01	8.20E-03	2.086186148
	GOTERM_BP_DIRECT	protein N-linked glycosylation	RT		9	0.7	2.50E-02	3.90E-01	8.60E-03	2.065501549
	GOTERM_BP_DIRECT	mitochondrion organization	RT		12	0.9	2.20E-02	3.60E-01	8.80E-03	2.055517328
	GOTERM_BP_DIRECT	microtubule cytoskeleton organization	RT		17	1.3	1.90E-02	3.30E-01	9.00E-03	2.045757491
	GOTERM_BP_DIRECT	3'-UTR-mediated mRNA stabilization	RT		5	0.4	4.20E-02	5.30E-01	9.20E-03	2.036212173
	GOTERM_BP_DIRECT	protein import into mitochondrial matrix	RT		5	0.4	4.20E-02	5.30E-01	9.20E-03	2.036212173
	GOTERM_BP_DIRECT	protein maturation	RT		5	0.4	4.20E-02	5.30E-01	9.20E-03	2.036212173
	GOTERM_BP_DIRECT	negative regulation of actin filament polymerization	RT		5	0.4	4.20E-02	5.30E-01	9.20E-03	2.036212173
	GOTERM_BP_DIRECT	response to axon injury	RT		7	0.5	3.20E-02	4.70E-01	9.40E-03	2.026872146
	GOTERM_BP_DIRECT	iron-sulfur cluster assembly	RT		7	0.5	3.20E-02	4.70E-01	9.40E-03	2.026872146
	GOTERM_BP_DIRECT	actin filament bundle assembly	RT		7	0.5	3.20E-02	4.70E-01	9.40E-03	2.026872146
	GOTERM_BP_DIRECT	double-strand break repair	RT		11	0.8	2.40E-02	3.90E-01	9.60E-03	2.017728767
	GOTERM_BP_DIRECT	DNA recombination	RT		12	0.9	2.40E-02	3.90E-01	9.70E-03	2.013228266
	GOTERM_BP_DIRECT	cellular response to glucose starvation	RT		9	0.7	2.80E-02	4.20E-01	9.70E-03	2.013228266
	GOTERM_BP_DIRECT	positive regulation of histone acetylation	RT		6	0.5	3.70E-02	5.10E-01	9.80E-03	2.008773924
	GOTERM_BP_DIRECT	DNA replication initiation	RT		6	0.5	3.70E-02	5.10E-01	9.80E-03	2.008773924
	GOTERM_BP_DIRECT	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	RT		6	0.5	3.70E-02	5.10E-01	9.80E-03	2.008773924
	GOTERM_BP_DIRECT	heterochromatin assembly	RT		6	0.5	3.70E-02	5.10E-01	9.80E-03	2.008773924
	GOTERM_BP_DIRECT	cell division	RT		38	2.9	1.80E-02	3.10E-01	1.10E-02	1.958607315
	GOTERM_BP_DIRECT	regulation of macroautophagy	RT		9	0.7	3.00E-02	4.50E-01	1.10E-02	1.958607315
	GOTERM_BP_DIRECT	negative regulation of extrinsic apoptotic signaling pathway	RT		7	0.5	3.60E-02	5.00E-01	1.10E-02	1.958607315
	GOTERM_BP_DIRECT	regulated exocytosis	RT		5	0.4	4.90E-02	6.00E-01	1.10E-02	1.958607315
	GOTERM_BP_DIRECT	muscle cell development	RT		5	0.4	4.90E-02	6.00E-01	1.10E-02	1.958607315
	GOTERM_BP_DIRECT	establishment of endothelial barrier	RT		5	0.4	4.90E-02	6.00E-01	1.10E-02	1.958607315
	GOTERM_BP_DIRECT	positive regulation of G2/M transition of mitotic cell cycle	RT		6	0.5	4.30E-02	5.30E-01	1.20E-02	1.920818754
	GOTERM_BP_DIRECT	natural killer cell mediated cytotoxicity	RT		6	0.5	4.30E-02	5.30E-01	1.20E-02	1.920818754
	GOTERM_BP_DIRECT	protein localization to plasma membrane	RT		19	1.4	2.40E-02	3.90E-01	1.30E-02	1.886056648
	GOTERM_BP_DIRECT	chromosome segregation	RT		11	0.8	3.10E-02	4.60E-01	1.30E-02	1.886056648
	GOTERM_BP_DIRECT	cerebral cortex development	RT		11	0.8	3.10E-02	4.60E-01	1.30E-02	1.886056648
	GOTERM_BP_DIRECT	tRNA processing	RT		7	0.5	4.10E-02	5.30E-01	1.30E-02	1.886056648
	GOTERM_BP_DIRECT	cell proliferation	RT		21	1.6	2.70E-02	4.10E-01	1.40E-02	1.853871964
	GOTERM_BP_DIRECT	glucose metabolic process	RT		10	0.8	3.60E-02	5.00E-01	1.40E-02	1.853871964
	GOTERM_BP_DIRECT	positive regulation of protein localization to plasma membrane	RT		9	0.7	3.70E-02	5.10E-01	1.40E-02	1.853871964
	GOTERM_BP_DIRECT	protein secretion	RT		9	0.7	3.70E-02	5.10E-01	1.40E-02	1.853871964
	GOTERM_BP_DIRECT	fatty acid beta-oxidation	RT		8	0.6	4.10E-02	5.30E-01	1.40E-02	1.853871964
	GOTERM_BP_DIRECT	response to electrical stimulus	RT		6	0.5	4.90E-02	6.00E-01	1.40E-02	1.853871964
	GOTERM_BP_DIRECT	protein modification process	RT		11	0.8	3.70E-02	5.10E-01	1.50E-02	1.823908741
	GOTERM_BP_DIRECT	regulation of cell shape	RT		18	1.4	3.30E-02	4.80E-01	1.70E-02	1.769551079
	GOTERM_BP_DIRECT	Golgi organization	RT		16	1.2	3.30E-02	4.80E-01	1.70E-02	1.769551079
	GOTERM_BP_DIRECT	positive regulation of protein catabolic process	RT		12	0.9	4.00E-02	5.20E-01	1.80E-02	1.744727495
	GOTERM_BP_DIRECT	positive regulation of NIK/NF-kappaB signaling	RT		10	0.8	4.50E-02	5.60E-01	1.90E-02	1.721246399
	GOTERM_BP_DIRECT	retina development in camera-type eye	RT		9	0.7	4.80E-02	5.90E-01	1.90E-02	1.721246399
	GOTERM_BP_DIRECT	carbohydrate metabolic process	RT		19	1.4	4.30E-02	5.30E-01	2.40E-02	1.619788758
	GOTERM_CC_DIRECT	extracellular exosome	RT		538	40.5	1.50E-192	1.30E-189	3.10E-193	192.5086383
	GOTERM_CC_DIRECT	cytosol	RT		801	60.3	1.40E-159	6.20E-157	5.50E-160	159.2596373
	GOTERM_CC_DIRECT	membrane	RT		466	35.1	4.60E-111	1.40E-108	1.40E-111	110.853872
	GOTERM_CC_DIRECT	cytoplasm	RT		680	51.2	2.40E-84	5.30E-82	1.20E-84	83.92081875
	GOTERM_CC_DIRECT	cytosolic ribosome	RT		67	5	1.40E-67	2.60E-65	1.60E-69	68.79588002
	GOTERM_CC_DIRECT	nucleoplasm	RT		507	38.2	8.30E-64	1.20E-61	3.90E-64	63.40893539
	GOTERM_CC_DIRECT	focal adhesion	RT		137	10.3	3.50E-59	4.50E-57	5.00E-60	59.30103
	GOTERM_CC_DIRECT	nucleus	RT		635	47.8	9.50E-53	1.10E-50	5.50E-53	52.25963731
	GOTERM_CC_DIRECT	ribonucleoprotein complex	RT		74	5.6	1.40E-43	1.40E-41	1.20E-44	43.92081875
	GOTERM_CC_DIRECT	ribosome	RT		76	5.7	4.60E-43	4.10E-41	4.20E-44	43.37675071
	GOTERM_CC_DIRECT	ficolin-1-rich granule lumen	RT		61	4.6	2.00E-38	1.60E-36	1.40E-39	38.85387196
	GOTERM_CC_DIRECT	proteasome complex	RT		42	3.2	1.50E-36	1.10E-34	3.90E-38	37.40893539
	GOTERM_CC_DIRECT	secretory granule lumen	RT		57	4.3	3.90E-36	2.70E-34	2.80E-37	36.55284197
	GOTERM_CC_DIRECT	cytosolic large ribosomal subunit	RT		42	3.2	4.40E-35	2.80E-33	1.40E-36	35.85387196
	GOTERM_CC_DIRECT	mitochondrion	RT		211	15.9	4.40E-31	2.60E-29	1.70E-31	30.76955108
	GOTERM_CC_DIRECT	cytosolic small ribosomal subunit	RT		34	2.6	1.40E-29	7.60E-28	3.60E-31	30.4436975
	GOTERM_CC_DIRECT	melanosome	RT		47	3.5	7.80E-28	4.10E-26	6.50E-29	28.18708664
	GOTERM_CC_DIRECT	macromolecular complex	RT		127	9.6	1.30E-26	6.30E-25	3.90E-27	26.40893539
	GOTERM_CC_DIRECT	spliceosomal complex	RT		48	3.6	1.20E-24	5.70E-23	1.30E-25	24.88605665
	GOTERM_CC_DIRECT	catalytic step 2 spliceosome	RT		39	2.9	2.30E-22	1.00E-20	2.00E-23	22.69897
	GOTERM_CC_DIRECT	small ribosomal subunit	RT		23	1.7	4.90E-21	2.10E-19	1.00E-22	22
	GOTERM_CC_DIRECT	proteasome accessory complex	RT		17	1.3	1.20E-18	4.60E-17	5.00E-21	20.30103
	GOTERM_CC_DIRECT	"chromosome, telomeric region"	RT		51	3.8	3.80E-20	1.50E-18	6.30E-21	20.20065945
	GOTERM_CC_DIRECT	polysomal ribosome	RT		23	1.7	4.70E-19	1.80E-17	1.50E-20	19.82390874
	GOTERM_CC_DIRECT	perinuclear region of cytoplasm	RT		115	8.7	8.80E-18	3.20E-16	3.40E-18	17.46852108
	GOTERM_CC_DIRECT	mitochondrial matrix	RT		71	5.3	3.60E-15	1.20E-13	1.10E-15	14.95860731
	GOTERM_CC_DIRECT	eukaryotic 48S preinitiation complex	RT		14	1.1	1.40E-13	4.20E-12	2.00E-15	14.69897
	GOTERM_CC_DIRECT	polysome	RT		20	1.5	5.90E-14	1.80E-12	3.50E-15	14.45593196
	GOTERM_CC_DIRECT	cytoplasmic stress granule	RT		30	2.3	5.30E-14	1.70E-12	7.00E-15	14.15490196
	GOTERM_CC_DIRECT	endoplasmic reticulum	RT		142	10.7	2.30E-14	7.70E-13	1.20E-14	13.92081875
	GOTERM_CC_DIRECT	CENP-A containing nucleosome	RT		14	1.1	1.90E-12	5.30E-11	4.60E-14	13.33724217
	GOTERM_CC_DIRECT	eukaryotic 43S preinitiation complex	RT		14	1.1	1.90E-12	5.30E-11	4.60E-14	13.33724217
	GOTERM_CC_DIRECT	eukaryotic translation initiation factor 3 complex	RT		13	1	6.70E-12	1.80E-10	1.40E-13	12.85387196
	GOTERM_CC_DIRECT	cytoplasmic ribonucleoprotein granule	RT		27	2	5.40E-12	1.50E-10	7.80E-13	12.1079054
	GOTERM_CC_DIRECT	aminoacyl-tRNA synthetase multienzyme complex	RT		11	0.8	6.80E-11	1.60E-09	8.40E-13	12.07572071
	GOTERM_CC_DIRECT	proteasome core complex	RT		14	1.1	3.70E-11	9.40E-10	1.50E-12	11.82390874
	GOTERM_CC_DIRECT	nuclear speck	RT		68	5.1	1.50E-11	3.90E-10	5.60E-12	11.25181197
	GOTERM_CC_DIRECT	mitochondrial nucleoid	RT		19	1.4	1.60E-10	3.70E-09	1.60E-11	10.79588002
	GOTERM_CC_DIRECT	"proteasome regulatory particle, base subcomplex"	RT		9	0.7	2.40E-09	5.20E-08	1.80E-11	10.74472749
	GOTERM_CC_DIRECT	U2-type precatalytic spliceosome	RT		19	1.4	7.80E-10	1.70E-08	8.90E-11	10.05060999
	GOTERM_CC_DIRECT	mitochondrial inner membrane	RT		68	5.1	3.60E-10	8.40E-09	1.40E-10	9.853871964
	GOTERM_CC_DIRECT	proteasome regulatory particle	RT		9	0.7	1.10E-08	2.30E-07	1.70E-10	9.769551079
	GOTERM_CC_DIRECT	nucleolus	RT		147	11.1	8.80E-10	1.90E-08	5.00E-10	9.301029996
	GOTERM_CC_DIRECT	U2 snRNP	RT		14	1.1	7.70E-09	1.60E-07	6.00E-10	9.22184875
	GOTERM_CC_DIRECT	nuclear envelope	RT		37	2.8	7.30E-09	1.50E-07	2.10E-09	8.677780705
	GOTERM_CC_DIRECT	methylosome	RT		9	0.7	1.10E-07	1.90E-06	3.40E-09	8.468521083
	GOTERM_CC_DIRECT	nucleosome	RT		30	2.3	1.40E-08	2.70E-07	3.50E-09	8.455931956
	GOTERM_CC_DIRECT	"eukaryotic translation initiation factor 3 complex, eIF3m"	RT		7	0.5	4.60E-07	7.00E-06	4.50E-09	8.346787486
	GOTERM_CC_DIRECT	lamellipodium	RT		36	2.7	1.90E-08	3.60E-07	5.60E-09	8.251811973
	GOTERM_CC_DIRECT	precatalytic spliceosome	RT		11	0.8	1.20E-07	2.00E-06	7.30E-09	8.13667714
	GOTERM_CC_DIRECT	nuclear matrix	RT		28	2.1	4.10E-08	7.60E-07	1.00E-08	8
	GOTERM_CC_DIRECT	mitochondrial proton-transporting ATP synthase complex	RT		11	0.8	2.10E-07	3.40E-06	1.40E-08	7.853871964
	GOTERM_CC_DIRECT	vesicle	RT		33	2.5	6.10E-08	1.10E-06	1.80E-08	7.744727495
	GOTERM_CC_DIRECT	cell body	RT		22	1.7	1.00E-07	1.80E-06	2.00E-08	7.698970004
	GOTERM_CC_DIRECT	endoplasmic reticulum-Golgi intermediate compartment	RT		21	1.6	1.10E-07	1.90E-06	2.10E-08	7.677780705
	GOTERM_CC_DIRECT	cortical actin cytoskeleton	RT		18	1.4	1.30E-07	2.20E-06	2.20E-08	7.657577319
	GOTERM_CC_DIRECT	actin cytoskeleton	RT		42	3.2	6.90E-08	1.20E-06	2.40E-08	7.619788758
	GOTERM_CC_DIRECT	chaperonin-containing T-complex	RT		8	0.6	1.20E-06	1.60E-05	4.00E-08	7.397940009
	GOTERM_CC_DIRECT	U12-type spliceosomal complex	RT		12	0.9	8.70E-07	1.30E-05	8.80E-08	7.055517328
	GOTERM_CC_DIRECT	actin filament	RT		22	1.7	4.10E-07	6.40E-06	9.10E-08	7.040958608
	GOTERM_CC_DIRECT	U2-type catalytic step 2 spliceosome	RT		12	0.9	1.30E-06	1.70E-05	1.40E-07	6.853871964
	GOTERM_CC_DIRECT	chaperone complex	RT		12	0.9	1.30E-06	1.70E-05	1.40E-07	6.853871964
	GOTERM_CC_DIRECT	nuclear chromosome	RT		16	1.2	9.70E-07	1.40E-05	1.60E-07	6.795880017
	GOTERM_CC_DIRECT	postsynaptic density	RT		41	3.1	4.90E-07	7.30E-06	1.80E-07	6.744727495
