Protein IDs,Protein names,Gene names,Razor + unique peptides,Sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Intensity,Peptide IDs,Evidence IDs,Best MS/MS
P17047,Lysosome-associated membrane glycoprotein 2,Lamp2,2,4.1,45.681,415,0.0,3.6182,18063000.0,15089;16742,99036;99037;99038;99039;99040;99041;111093;111094;111095;111096;111097;111098;111099;111100,119198
P17182,Alpha-enolase,Eno1,19,66.6,47.14,434,0.0,323.31,4520900000.0,174;665;1962;3410;5594;6509;6912;7142;7626;7754;8978;9011;10193;13528;13767;13798;15034;16677;17737,1245;1246;1247;1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1260;1261;1262;1263;1264;1265;1266;1267;1268;1269;1270;1271;1272;1273;1274;1275;1276;1277;1278;1279;1280;1281;1282;1283;1284;1285;1286;1287;1288;1289;1290;1291;1292;1293;1294;1295;1296;1297;4472;4473;4474;4475;4476;4477;4478;4479;4480;4481;4482;4483;4484;4485;4486;4487;4488;4489;4490;4491;4492;4493;4494;4495;4496;4497;4498;4499;4500;4501;4502;4503;4504;4505;4506;4507;4508;4509;4510;4511;4512;4513;4514;4515;4516;4517;4518;4519;4520;4521;4522;4523;4524;4525;4526;4527;4528;4529;4530;4531;4532;4533;4534;4535;4536;4537;4538;4539;4540;4541;4542;4543;4544;4545;4546;4547;4548;4549;4550;4551;4552;4553;4554;4555;4556;4557;4558;4559;4560;4561;4562;4563;4564;4565;4566;13712;13713;13714;13715;22990;22991;22992;36146;36147;36148;36149;36150;36151;36152;36153;36154;36155;36156;36157;36158;36159;36160;36161;36162;36163;36164;36165;36166;36167;36168;36169;36170;36171;36172;36173;36174;36175;36176;36177;36178;36179;36180;36181;36182;36183;36184;36185;36186;36187;36188;36189;42701;42702;42703;42704;42705;42706;42707;42708;42709;42710;42711;42712;45438;45439;45440;45441;45442;45443;45444;45445;45446;45447;45448;47036;47037;47038;47039;47040;47041;50496;50497;51366;51367;51368;51369;51370;51371;51372;51373;51374;51375;51376;51377;51378;51379;51380;51381;51382;51383;51384;51385;51386;51387;51388;51389;51390;51391;51392;51393;51394;51395;51396;51397;59849;59850;59851;59852;59853;59854;59855;59856;59857;59858;59859;59860;59861;59862;59863;59864;59865;59866;59867;59868;59869;59870;59871;59872;59873;59874;59875;59876;59877;59878;59879;59880;59881;59882;59883;59884;59885;59886;59887;60088;67744;67745;67746;67747;67748;67749;67750;67751;67752;67753;67754;67755;67756;67757;67758;67759;67760;67761;67762;67763;67764;88876;88877;88878;88879;88880;88881;88882;88883;88884;88885;90210;90211;90212;90213;90214;90215;90216;90217;90218;90219;90220;90221;90222;90223;90224;90225;90226;90227;90228;90229;90230;90231;90232;90233;90234;90235;90236;90237;90238;90459;90460;90461;90462;90463;90464;90465;90466;90467;90468;90469;90470;90471;90472;90473;90474;90475;90476;90477;90478;90479;90480;90481;90482;90483;90484;98618;98619;98620;98621;98622;110689;110690;110691;110692;110693;110694;110695;110696;110697;110698;110699;110700;110701;110702;110703;110704;110705;110706;110707;110708;110709;110710;110711;117952;117953;117954;117955;117956;117957;117958;117959;117960;117961;117962;117963;117964;117965;117966,1532
P17225,Polypyrimidine tract-binding protein 1,Ptbp1,6,20.4,59.321,555,0.0,133.13,13739000.0,7428;10414;10678;11894;12153;17027,49196;49197;49198;49199;49200;49201;49202;49203;49204;49205;49206;49207;49208;49209;49210;69287;69288;69289;69290;69291;69292;69293;69294;69295;69296;69297;69298;69299;69300;71036;71037;79361;79362;79363;79364;79365;80709;80710;80711;80712;80713;112953,59389
P17426,AP-2 complex subunit alpha-1,Ap2a1,6,16.4,107.66,977,0.0,11.412,1307100.0,206;2232;5138;7174;7414;8135;9372;9997;11712;16187;17759,1519;1520;1521;15229;15230;15231;15232;15233;15234;33183;47296;49101;49102;49103;54010;62418;66578;66579;66580;66581;66582;66583;78147;78148;106846;106847;118123;118124,1805
P17427,AP-2 complex subunit alpha-2,Ap2a2,20,30.2,104.02,938,0.0,94.911,55290000.0,206;1541;4277;5139;5670;6583;7414;7910;8136;10099;10735;10775;11712;13165;13166;15010;15572;16187;17656;17759,1519;1520;1521;11203;11204;11205;28002;28003;33184;33185;33186;33187;33188;33189;33190;36670;36671;36672;36673;36674;36675;36676;36677;43211;43212;49101;49102;49103;52418;52419;52420;52421;54011;54012;54013;54014;67130;67131;71410;71624;71625;71626;71627;71628;71629;78147;78148;86952;86953;86954;86955;86956;86957;86958;98375;98376;102069;102070;102071;106846;106847;117428;117429;117430;117431;117432;117433;118123;118124,1805
P17563,Selenium-binding protein 1,Selenbp1,6,74.2,52.513,472,0.0,38.276,51821000.0,1780;2133;2303;3673;5310;6179;6669;6813;6946;7058;7240;7749;8277;8679;8952;9804;10270;10390;11069;11715;12346;12561;13001;13354;14256;16293,12686;14564;14565;14566;14567;14568;14569;14570;14571;14572;14573;14574;14575;14576;14577;14578;14579;14580;14581;14582;14583;14584;14585;14586;14587;14588;14589;14590;14591;14592;14593;14594;14595;15845;15846;15847;15848;15849;15850;15851;15852;15853;15854;15855;15856;15857;15858;15859;15860;15861;15862;15863;15864;15865;15866;15867;15868;15869;15870;15871;15872;15873;15874;15875;15876;15877;15878;15879;15880;24360;24361;24362;24363;24364;24365;24366;24367;24368;24369;24370;24371;24372;34258;34259;34260;34261;34262;34263;34264;34265;34266;34267;34268;34269;34270;34271;34272;34273;34274;34275;34276;34277;34278;34279;34280;34281;34282;40186;40187;40188;40189;40190;40191;40192;40193;40194;40195;40196;40197;40198;40199;40200;40201;40202;40203;40204;40205;40206;40207;40208;40209;40210;40211;40212;40213;40214;43741;43742;43743;43744;43745;43746;43747;43748;43749;43750;43751;43752;43753;43754;43755;43756;43757;43758;43759;43760;43761;43762;43763;43764;43765;43766;43767;43768;43769;43770;43771;43772;43773;43774;43775;43776;43777;44799;44800;44801;44802;44803;44804;44805;44806;44807;45725;46492;46493;46494;46495;46496;46497;46498;46499;46500;46501;46502;46503;46504;46505;46506;46507;46508;46509;46510;46511;46512;46513;46514;46515;46516;46517;46518;46519;46520;46521;46522;46523;46524;46525;46526;47834;47835;47836;47837;47838;47839;47840;47841;47842;47843;47844;47845;47846;47847;47848;47849;47850;47851;47852;47853;47854;47855;47856;47857;47858;47859;47860;47861;47862;47863;51330;51331;51332;51333;51334;51335;51336;51337;51338;55161;55162;55163;55164;55165;55166;55167;55168;55169;55170;55171;55172;55173;55174;55175;55176;55177;55178;55179;55180;55181;55182;58128;58129;58130;58131;58132;58133;58134;58135;58136;58137;59683;59684;59685;59686;59687;59688;59689;59690;59691;59692;59693;59694;65139;65140;65141;65142;65143;65144;65145;65146;65147;65148;65149;65150;68358;68359;68360;68361;68362;68363;68364;69161;73692;73693;73694;73695;78153;78154;78155;78156;81899;81900;81901;81902;81903;81904;81905;81906;81907;81908;81909;81910;81911;81912;81913;83254;83255;83256;83257;83258;83259;83260;83261;83262;86076;86077;87948;87949;87950;87951;87952;87953;87954;93337;93338;93339;93340;93341;93342;93343;93344;93345;93346;93347;93348;93349;93350;93351;93352;93353;93354;93355;93356;107542;107543;107544;107545;107546;107547;107548;107549;107550;107551;107552;107553;107554,15470
P17717,UDP-glucuronosyltransferase 2B17,Ugt2b17,13,36.6,60.855,530,0.0,218.93,855880000.0,1114;2821;5108;5320;5560;5641;5742;6203;7921;12729;12788;13606;14189;17274;17347,8036;8037;8038;8039;8040;8041;8042;8043;8044;8045;8046;8047;8048;19467;19468;19469;19470;19471;19472;19473;19474;19475;19476;19477;19478;19479;19480;19481;19482;19483;19484;19485;19486;32916;32917;32918;32919;32920;32921;32922;32923;34340;34341;35878;35879;35880;35881;35882;35883;36451;36452;36453;36454;36455;36456;36457;36458;36459;36460;36461;36462;37148;37149;37150;37151;37152;40338;40339;40340;40341;40342;40343;40344;40345;52500;52501;52502;52503;52504;52505;52506;52507;52508;52509;52510;52511;52512;52513;52514;52515;52516;84515;84516;84517;84518;84876;84877;89375;89376;89377;89378;89379;89380;89381;89382;89383;89384;89385;89386;89387;89388;89389;89390;89391;89392;89393;89394;89395;89396;89397;89398;89399;89400;89401;89402;89403;89404;89405;89406;89407;89408;89409;89410;92962;92963;92964;92965;114685;114686;114687;114688;114689;114690;114691;114692;114693;114694;114695;114696;115337;115338;115339;115340;115341;115342;115343;115344;115345;115346;115347;115348;115349;115350;115351;115352;115353;115354;115355;115356;115357;115358;115359;115360;115361;115362;115363;115364;115365;115366;115367;115368;115369;115370;115371;115372;115373;115374;115375,9729
P17742,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed",Ppia,7,47.0,17.971,164,0.0,126.4,724090000.0,3851;5065;7940;8526;14890;16675;16886,25536;25537;25538;25539;25540;25541;25542;25543;25544;25545;25546;25547;25548;25549;25550;25551;25552;32675;32676;32677;32678;32679;32680;32681;32682;32683;32684;32685;32686;32687;32688;32689;52656;52657;52658;52659;52660;52661;52662;52663;52664;52665;52666;52667;52668;52669;52670;52671;52672;52673;52674;52675;52676;52677;52678;52679;52680;57027;57028;57029;97423;97424;97425;110640;110641;110642;110643;110644;110645;110646;110647;110648;110649;110650;110651;110652;110653;110654;110655;110656;110657;110658;110659;110660;110661;110662;110663;110664;110665;110666;110667;110668;110669;110670;110671;110672;110673;110674;110675;110676;110677;110678;110679;110680;110681;110682;110683;110684;112040;112041;112042;112043;112044;112045;112046;112047;112048;112049;112050;112051;112052;112053;112054;112055;112056;112057;112058,30933
P17751,Triosephosphate isomerase,Tpi1,12,67.5,26.712,249,0.0,126.63,1167500000.0,2632;4054;5147;7345;7475;7977;14188;14735;16895;17025;17091;17122,18189;18190;18191;18192;18193;18194;18195;18196;26866;26867;26868;26869;26870;26871;26872;26873;26874;26875;26876;26877;26878;26879;26880;26881;26882;26883;26884;26885;26886;26887;26888;26889;33227;33228;33229;33230;33231;33232;48615;48616;48617;48618;48619;48620;48621;48622;48623;48624;48625;48626;48627;48628;48629;48630;48631;48632;49613;49614;49615;49616;49617;49618;49619;49620;49621;49622;49623;49624;49625;49626;49627;49628;49629;49630;52987;52988;52989;52990;52991;52992;52993;52994;52995;52996;52997;52998;52999;53000;53001;53002;92960;92961;96346;112076;112077;112078;112079;112080;112946;112947;112948;112949;112950;112951;113475;113712;113713;113714;113715;113716;113717;113718;113719;113720;113721;113722;113723;113724;113725;113726;113727;113728;113729;113730;113731;113732;113733;113734;113735;113736,22017
Q61696,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,Hspa1a;Hspa1b,8,25.1,70.078,641,0.0,17.989,7979300.0,1270;1918;3917;5078;5156;11005;12268;13293;13723;15517;16020,9431;9432;13401;25991;25992;32769;32770;33255;33256;73356;73357;73358;81463;81464;81465;87527;87528;87529;87530;87531;87532;87533;87534;87535;87536;87537;87538;87539;87540;87541;87542;87543;87544;87545;87546;87547;87548;87549;89954;89955;89956;89957;101724;101725;101726;101727;101728;101729;101730;101731;105574;105575;105576;105577;105578;105579;105580;105581;105582;105583;105584;105585;105586;105587;105588;105589,11602
P18242,Cathepsin D,Ctsd,6,25.9,44.953,410,0.0,78.63,34594000.0,733;2865;5005;6120;15497;16937,5091;5092;5093;5094;5095;5096;5097;5098;5099;5100;5101;5102;5103;5104;5105;5106;19691;19692;19693;19694;19695;19696;32285;32286;32287;32288;32289;32290;32291;39845;39846;39847;39848;39849;39850;39851;39852;39853;39854;39855;39856;101599;101600;112355;112356;112357;112358;112359;112360,6269
P18572,Basigin,Bsg,5,16.5,42.444,389,0.0,38.209,26312000.0,8801;13656;13801;16525;18095,58784;58785;89676;89677;89678;89679;89680;89681;90502;90503;90504;90505;90506;90507;109433;109434;109435;120566;120567;120568,70947
P18760,Cofilin-1,Cfl1,7,52.4,18.559,166,0.0,122.08,528780000.0,1359;1605;3977;7062;9600;11963;17470,10024;10025;10026;10027;10028;10029;10030;10031;11643;11644;11645;11646;11647;11648;26383;26384;26385;26386;26387;26388;26389;26390;26391;26392;26393;26394;26395;26396;26397;26398;26399;26400;26401;26402;26403;26404;26405;26406;26407;26408;46540;46541;46542;46543;46544;46545;63881;63882;63883;63884;63885;63886;63887;63888;63889;79738;79739;116062;116063;116064;116065;116066;116067;116068;116069;116070;116071;116072,12320
P18826,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",Phka1,2,3.5,138.82,1241,0.0,4.8593,382760.0,89;11915,658;659;660;79475,764
P19096,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,Fasn,84,48.8,272.43,2504,0.0,323.31,3659600000.0,106;214;618;770;927;930;1299;1520;1792;1923;1941;2000;2283;2820;2873;3117;3481;3585;3635;3894;4502;4984;5463;5653;6195;6484;6579;6776;6838;6961;6998;7040;8244;9195;9432;9643;9659;9853;9953;10070;10344;10592;10646;10696;11269;11652;12645;12888;12988;13026;13195;13224;13330;13441;13558;13619;13712;13786;13787;14019;14173;14347;14473;14641;14960;14992;15128;15169;15690;15726;16133;16155;16261;16407;16500;16811;16881;16945;16965;17206;17228;17354;17699;17878,765;766;767;768;769;770;771;772;773;774;775;776;777;778;779;780;781;782;783;784;785;786;787;788;1570;1571;1572;1573;1574;1575;1576;1577;1578;1579;1580;1581;1582;1583;1584;1585;1586;1587;1588;1589;1590;1591;4186;4187;4188;4189;4190;4191;4192;4193;4194;4195;4196;5349;5350;5351;6584;6585;6586;6587;6588;6603;9606;9607;11001;11002;11003;11004;11005;11006;11007;11008;11009;11010;11011;11012;11013;12767;12768;13421;13422;13423;13424;13425;13426;13427;13428;13429;13430;13529;13530;13531;13532;13533;13534;13535;13536;13537;13538;13539;13540;13541;13542;13543;13544;13545;13546;13547;13548;13952;13953;13954;13955;13956;13957;13958;13959;13960;13961;13962;13963;13964;13965;13966;15657;15658;15659;15660;15661;15662;15663;19447;19448;19449;19450;19451;19452;19453;19454;19455;19456;19457;19458;19459;19460;19461;19462;19463;19464;19465;19466;19725;19726;19727;19728;19729;19730;19731;19732;19733;19734;19735;19736;21199;21200;21201;21202;21203;21204;21205;21206;21207;21208;21209;21210;21211;21212;21213;21214;21215;21216;21217;21218;21219;21220;23393;23394;23395;23396;23839;23840;23841;23842;23843;24047;24048;24049;24050;24051;24052;24053;24054;24055;24056;24057;24058;24059;24060;24061;24062;24063;24064;24065;24066;24067;24068;24069;24070;24071;24072;24073;24074;24075;25883;25884;25885;25886;25887;25888;25889;25890;25891;25892;25893;25894;29388;29389;32107;32108;32109;32110;32111;32112;32113;32114;32115;32116;32117;32118;32119;32120;32121;32122;32123;32124;32125;32126;32127;32128;32129;32130;35314;35315;35316;35317;35318;35319;36509;36510;36511;36512;36513;36514;36515;40292;40293;40294;40295;40296;40297;40298;40299;40300;40301;40302;40303;40304;40305;40306;40307;40308;40309;40310;42503;42504;42505;42506;42507;42508;42509;42510;42511;42512;42513;42514;42515;42516;42517;42518;42519;42520;42521;43199;44506;44507;44508;44509;44510;44511;44512;44513;44514;44515;44945;44946;44947;44948;44949;44950;44951;44952;44953;44954;44955;44956;44957;44958;44959;45815;45816;45817;45818;45819;45820;45821;45822;45823;45824;45825;45826;45827;45828;45829;45830;45831;46105;46106;46107;46108;46109;46110;46111;46112;46113;46385;46386;46387;46388;46389;46390;46391;46392;46393;46394;46395;46396;46397;46398;46399;54896;54897;54898;54899;54900;54901;54902;54903;54904;54905;54906;61428;61429;61430;61431;61432;61433;61434;61435;61436;61437;61438;61439;61440;61441;61442;62750;62751;62752;62753;62754;62755;62756;62757;62758;62759;62760;62761;62762;62763;62764;62765;62766;62767;62768;62769;62770;62771;62772;62773;62774;62775;64192;64193;64194;64195;64196;64197;64198;64199;64200;64201;64202;64203;64204;64205;64206;64207;64347;64348;64349;64350;64351;64352;65672;65673;65674;65675;65676;65677;65678;65679;65680;65681;66359;66360;66361;66968;66969;66970;66971;66972;66973;66974;66975;66976;66977;66978;66979;66980;66981;66982;66983;66984;66985;66986;66987;66988;66989;66990;66991;66992;66993;66994;66995;68838;68839;68840;68841;68842;68843;70505;70506;70823;70824;70825;70826;71128;74996;74997;74998;74999;75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;77737;77738;77739;77740;77741;77742;77743;77744;77745;77746;77747;77748;77749;77750;77751;77752;77753;83899;83900;83901;83902;83903;83904;83905;83906;83907;83908;85549;85550;85551;85552;86022;86252;86253;86254;87145;87146;87147;87148;87149;87150;87151;87152;87153;87154;87155;87254;87255;87817;87818;88393;88394;88395;88396;88397;89027;89028;89029;89030;89031;89032;89480;89481;89897;89898;89899;89900;90395;90396;90397;91798;91799;91800;91801;91802;91803;91804;91805;91806;91807;91808;91809;91810;91811;91812;91813;91814;91815;92858;92859;92860;92861;92862;92863;92864;92865;92866;92867;92868;92869;92870;92871;92872;92873;92874;92875;92876;92877;92878;92879;92880;92881;92882;92883;92884;92885;93985;94723;94724;94725;94726;94727;94728;94729;94730;94731;95719;95720;95721;95722;95723;95724;95725;95726;95727;97965;97966;97967;97968;97969;97970;97971;97972;97973;97974;97975;98289;98290;98291;99331;99332;99333;99334;99335;99336;99337;99338;99339;99340;99341;99342;99343;99344;99345;99346;99347;99348;99349;99350;99351;99352;99552;99553;99554;99555;99556;99557;99558;99559;99560;99561;99562;103097;103098;103099;103100;103101;103102;103103;103104;103105;103106;103321;103322;103323;103324;103325;103326;103327;103328;103329;103330;103331;103332;103333;103334;103335;103336;103337;103338;103339;103340;103341;103342;106412;106413;106414;106415;106416;106417;106418;106419;106420;106421;106422;106423;106424;106617;106618;106619;106620;106621;106622;106623;107339;107340;107341;107342;107343;107344;107345;107346;107347;107348;107349;107350;107351;108484;108485;108486;108487;108488;108489;108490;108491;108492;108493;108494;108495;108496;108497;108498;108499;108500;108501;108502;108503;108504;108505;109227;109228;109229;109230;111622;111623;111624;112028;112029;112030;112031;112391;112392;112393;112394;112395;112396;112397;112398;112524;112525;112526;112527;112528;112529;112530;112531;112532;112533;112534;112535;112536;112537;112538;112539;112540;112541;112542;114251;114252;114253;114254;114255;114256;114257;114258;114259;114260;114261;114262;114263;114264;114420;114421;114422;114423;114424;114425;114426;114427;114428;114429;114430;114431;114432;114433;115411;115412;115413;115414;115415;115416;115417;115418;115419;115420;115421;115422;115423;115424;115425;115426;115427;115428;115429;115430;115431;115432;115433;115434;117672;117673;117674;117675;117676;118986;118987,882
P19157,Glutathione S-transferase P 1;Glutathione S-transferase P 2,Gstp1;Gstp2,12,59.0,23.609,210,0.0,323.31,6346599999.999999,506;979;3335;3724;3725;5066;11437;11547;12540;12712;12773;18094,3367;3368;3369;3370;3371;3372;3373;3374;3375;3376;3377;3378;3379;3380;3381;3382;3383;3384;3385;3386;3387;7011;7012;7013;7014;7015;7016;7017;7018;7019;7020;7021;7022;7023;7024;7025;7026;7027;7028;7029;7030;7031;7032;7033;7034;7035;7036;7037;7038;7039;7040;7041;7042;7043;7044;7045;7046;7047;7048;7049;7050;7051;7052;22471;22472;22473;22474;22475;22476;22477;22478;22479;22480;22481;22482;22483;22484;22485;22486;22487;22488;22489;22490;22491;22492;22493;22494;22495;22496;22497;22498;22499;22500;22501;22502;22503;22504;22505;22506;22507;22508;22509;22510;22511;22512;22513;22514;22515;22516;22517;22518;22519;22520;22521;22522;22523;22524;22525;22526;22527;22528;22529;22530;22531;22532;22533;22534;22535;22536;22537;22538;22539;22540;22541;22542;22543;22544;22545;22546;22547;22548;22549;22550;22551;22552;22553;22554;22555;22556;22557;22558;22559;22560;22561;22562;24646;24647;24648;24649;24650;24651;24652;24653;24654;24655;24656;24657;24658;24659;24660;24661;24662;24663;24664;24665;24666;24667;24668;24669;24670;24671;24672;24673;24674;24675;24676;24677;24678;24679;24680;24681;24682;24683;24684;24685;24686;24687;24688;24689;24690;24691;24692;24693;24694;24695;24696;24697;24698;24699;24700;24701;24702;24703;24704;24705;24706;24707;32690;32691;32692;32693;32694;32695;32696;32697;32698;32699;32700;32701;32702;32703;32704;32705;32706;32707;32708;32709;32710;32711;32712;32713;32714;32715;32716;32717;32718;32719;32720;32721;32722;32723;32724;32725;76278;76279;76280;76281;76282;76283;76284;76285;76286;76287;76288;76289;76290;76291;76292;76293;76294;76295;76296;76297;76298;76299;76300;76301;76302;76303;76304;76305;76306;76307;76308;76309;76310;76311;76312;76313;76314;76315;76316;76317;76318;76319;76320;76321;76322;76323;76324;76325;76326;76327;76328;76329;76330;76331;76332;76333;76334;76335;76336;76337;76338;76339;76340;76341;76342;77037;77038;83095;83096;83097;83098;83099;83100;83101;83102;83103;83104;83105;83106;83107;83108;83109;83110;84382;84383;84384;84385;84386;84387;84388;84389;84390;84391;84392;84393;84394;84395;84396;84397;84398;84728;84729;84730;84731;84732;84733;84734;84735;84736;84737;84738;84739;84740;84741;120558;120559;120560;120561;120562;120563;120564;120565,4078
P19221,Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain,F2,9,19.7,70.268,618,0.0,23.595,1700300.0,3618;4160;4628;4683;5853;12181;15494;15534;17947,23961;23962;27494;27495;27496;29949;30220;37974;80869;101586;101587;101855;119461,28941
P19253,60S ribosomal protein L13a,Rpl13a,7,33.5,23.464,203,0.0,23.485,81347000.0,381;1761;8890;8956;11687;16391;17945,2565;2566;2567;2568;2569;2570;2571;12599;12600;12601;12602;12603;12604;59299;59300;59301;59302;59303;59304;59722;59723;78002;78003;108379;108380;108381;119455;119456;119457;119458;119459,3087
P19258,Protein Mpv17,Mpv17,2,19.3,19.686,176,0.0,87.486,1221800.0,16394;16856,108411;111922;111923;111924;111925;111926;111927;111928;111929;111930;111931;111932;111933;111934;111935;111936;111937,130476
P19536,"Cytochrome c oxidase subunit 5B, mitochondrial",Cox5b,3,24.2,13.813,128,0.0,5.5607,334330000.0,3572;3979;6352,23775;23776;23777;23778;23779;23780;23781;23782;26411;26412;26413;26414;41561;41562;41563;41564;41565;41566;41567,28724
P19639,Glutathione S-transferase Mu 3,Gstm3,3,44.0,25.701,218,0.0,87.724,7317300.0,1801;5405;7233;10057;11124;13438;15958;17055,12805;12806;12807;12808;34906;34907;34908;34909;47798;66873;66874;66875;66876;66877;66878;66879;66880;74022;74023;74024;74025;74026;74027;74028;74029;74030;74031;74032;74033;74034;74035;74036;88384;88385;88386;105237;105238;105239;105240;105241;105242;113087;113088;113089;113090;113091;113092;113093;113094;113095;113096;113097;113098;113099;113100;113101;113102;113103;113104;113105;113106;113107;113108;113109;113110,15617
P19783,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",Cox4i1,8,53.3,19.53,169,0.0,75.914,321990000.0,322;1139;3265;3311;8358;13627;14659;17278,2276;2277;2278;2279;2280;2281;2282;2283;2284;8244;8245;22007;22008;22009;22010;22011;22012;22013;22014;22320;22321;22322;22323;22324;22325;22326;22327;22328;22329;22330;22331;22332;22333;22334;22335;22336;22337;22338;22339;22340;22341;22342;22343;22344;22345;22346;22347;22348;22349;22350;22351;22352;22353;22354;22355;55806;55807;55808;55809;55810;55811;55812;55813;55814;55815;55816;55817;55818;55819;55820;55821;55822;55823;55824;55825;55826;55827;55828;55829;55830;55831;55832;55833;55834;89514;89515;89516;89517;89518;89519;89520;89521;89522;95793;95794;95795;114730,2704
P20029,78 kDa glucose-regulated protein,Hspa5,21,44.0,72.421,655,0.0,323.31,2048500000.0,1917;2811;4085;5082;7661;7700;7936;8527;8547;8845;10842;11096;11097;11835;12255;13573;14303;14893;15106;15639;16020;16602;16996,13375;13376;13377;13378;13379;13380;13381;13382;13383;13384;13385;13386;13387;13388;13389;13390;13391;13392;13393;13394;13395;13396;13397;13398;13399;13400;19391;19392;19393;19394;19395;19396;19397;19398;19399;19400;19401;19402;19403;19404;19405;19406;19407;26995;26996;26997;26998;26999;27000;27001;27002;27003;27004;27005;27006;27007;27008;27009;27010;27011;27012;27013;27014;27015;27016;27017;27018;32784;32785;32786;32787;32788;32789;32790;32791;32792;32793;32794;32795;32796;32797;32798;32799;32800;32801;32802;32803;32804;32805;32806;32807;32808;32809;50706;50707;50708;50709;50710;50711;50712;50713;50714;50715;50716;50717;50718;50719;50720;50721;50722;50723;50724;50725;50726;50727;50728;50729;50730;50731;50732;50733;50734;50735;50736;50737;50738;50739;50740;50741;50742;50743;50744;50745;50746;50747;50748;50749;50750;50751;50752;50753;50754;50755;50756;50757;50758;50759;50760;50761;50762;50763;50764;50765;50937;50938;50939;50940;50941;50942;50943;50944;50945;50946;50947;50948;50949;50950;50951;50952;50953;50954;50955;50956;50957;50958;50959;50960;50961;50962;52616;52617;52618;52619;52620;52621;52622;52623;52624;52625;52626;52627;52628;52629;52630;52631;52632;52633;52634;52635;52636;52637;52638;52639;52640;52641;52642;57030;57031;57032;57033;57126;57127;57128;57129;57130;57131;57132;57133;57134;57135;57136;57137;57138;57139;57140;57141;57142;57143;57144;57145;57146;59104;59105;59106;59107;59108;59109;59110;59111;72142;73846;73847;73848;73849;73850;73851;73852;73853;73854;73855;73856;73857;73858;73859;73860;73861;73862;79012;79013;79014;79015;79016;79017;79018;81373;81374;81375;81376;81377;81378;81379;81380;81381;81382;81383;81384;81385;81386;81387;81388;81389;81390;81391;81392;81393;81394;81395;81396;89193;89194;89195;89196;89197;89198;89199;89200;89201;89202;89203;89204;89205;89206;89207;89208;93737;93738;93739;93740;93741;93742;93743;93744;93745;93746;93747;93748;93749;93750;93751;93752;93753;93754;93755;93756;93757;93758;93759;93760;93761;93762;93763;93764;93765;93766;97431;97432;97433;97434;97435;97436;97437;97438;97439;97440;97441;97442;97443;97444;97445;97446;97447;97448;97449;97450;97451;99199;99200;99201;99202;99203;99204;99205;99206;99207;99208;99209;99210;99211;99212;99213;99214;99215;99216;99217;99218;99219;99220;102673;102674;102675;102676;102677;102678;102679;102680;102681;102682;102683;102684;102685;105574;105575;105576;105577;105578;105579;105580;105581;105582;105583;105584;105585;105586;105587;105588;105589;110053;110054;110055;110056;110057;110058;110059;110060;110061;110062;110063;110064;110065;110066;110067;112708;112709;112710;112711;112712;112713;112714;112715;112716;112717;112718;112719;112720;112721;112722;112723;112724;112725;112726;112727;112728;112729;112730;112731;112732,16263
P20108,"Thioredoxin-dependent peroxide reductase, mitochondrial",Prdx3,9,42.8,28.127,257,0.0,61.602,72792000.0,518;519;3285;4236;6374;6732;7209;11905;14537,3495;3496;3497;3498;3499;3500;3501;3502;3503;3504;3505;3506;3507;22090;22091;22092;22093;22094;22095;22096;22097;22098;22099;22100;27840;27841;27842;27843;27844;27845;27846;41702;41703;41704;41705;41706;41707;44123;44124;47626;47627;47628;47629;47630;47631;47632;47633;47634;47635;47636;47637;79426;79427;95011,4236
P20152,Vimentin,Vim,16,41.2,53.687,466,0.0,156.55,69627000.0,2347;2818;3602;4283;4651;4856;4885;4927;8064;9561;9961;12077;12936;13331;14126;16030;16050,16345;16346;19443;23905;23906;23907;23908;23909;23910;28019;28020;30060;31285;31286;31287;31288;31451;31452;31453;31454;31707;31708;31709;31710;53558;53559;53560;53561;53562;53563;53564;53565;53566;53567;63609;63610;63611;63612;63613;66399;66400;66401;80322;80323;85803;85804;87819;87820;87821;87822;87823;92534;92535;92536;92537;92538;92539;92540;92541;92542;92543;92544;92545;105666;105667;105806;105807;105808;105809,19788
