Protein IDs,Protein names,Gene names,Razor + unique peptides,Sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Intensity,Peptide IDs,Evidence IDs,Best MS/MS
P01743,Immunoglobulin heavy constant gamma 3 (HDC) (Heavy chain disease protein) (Ig gamma-3 chain C region),IGHG3,2,22.2,12.946,377,0.0,63.813,3782700000,2992;12695,13763;13764;13765;13766;13767;13768;13769;56882;56883;56884;56885;56886;56887;56888;56889;56890;56891;56892;56893;56894;56895;56896,18607
P01764,Immunoglobulin heavy constant gamma 4 (Ig gamma-4 chain C region),IGHG4,3,22.2,12.582,327,0.0,41.541,16329000000,260;2715;11171,969;970;971;972;973;974;975;976;977;978;979;980;981;982;983;984;985;986;987;988;989;990;12243;12244;12245;50591;50592;50593;50594;50595;50596;50597;50598;50599;50600;50601;50602;50603;50604;50605,1337
P01765,Immunoglobulin heavy constant mu (Ig mu chain C region) (Ig mu chain C region BOT) (Ig mu chain C region GAL) (Ig mu chain C region OU),IGHM,2,33.9,11.612,453,0.0,52.995,16195000000,260;4412;5151,969;970;971;972;973;974;975;976;977;978;979;980;981;982;983;984;985;986;987;988;989;990;20586;20587;20588;20589;20590;20591;20592;20593;20594;20595;20596;20597;20598;20599;20600;20601;20602;20603;20604;20605;20606;20607;20608;20609;20610;20611;20612;20613;20614;20615;20616;20617;20618;20619;20620;20621;20622;20623;20624;20625;20626;20627;20628;20629;20630;20631;20632;20633;20634;20635;20636;24165;24166;24167;24168,1337
P01766,Immunoglobulin heavy constant alpha 1 (Ig alpha-1 chain C region) (Ig alpha-1 chain C region BUR) (Ig alpha-1 chain C region TRO),IGHA1,4,37.5,13.227,353,0.0,79.031,47458000000,261;4416;10629;11169,991;992;993;994;995;996;997;998;999;1000;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016;20652;20653;20654;20655;20656;20657;20658;20659;20660;20661;20662;20663;20664;20665;20666;20667;20668;20669;20670;20671;20672;20673;20674;20675;20676;20677;20678;20679;20680;20681;20682;20683;20684;20685;20686;20687;20688;20689;20690;20691;20692;20693;20694;20695;20696;20697;20698;20699;20700;20701;20702;20703;20704;20705;20706;20707;20708;20709;20710;20711;20712;20713;20714;20715;48188;48189;50587;50588,1364
P01767,Immunoglobulin heavy constant alpha 2 (Ig alpha-2 chain C region) (Ig alpha-2 chain C region BUT) (Ig alpha-2 chain C region LAN),IGHA2,2,35.7,11.906,340,0.0,43.459,3005900000,261;4417;5787,991;992;993;994;995;996;997;998;999;1000;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016;20716;20717;20718;20719;20720;20721;20722;20723;20724;20725;20726;20727;20728;20729;20730;20731;20732;20733;20734;20735;20736;20737;20738;20739;20740;20741;20742;26811;26812;26813,1364
P01771,Immunoglobulin heavy constant delta (Ig delta chain C region) (Ig delta chain C region NIG-65) (Ig delta chain C region WAH),IGHD,2,15.7,13.437,384,0.0,53.102,2761100000,13863;14775,62768;62769;62770;62771;62772;62773;62774;62775;67309;67310,84423
P01772,"HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)",HLA-A HLAA,2,11.9,13.718,365,0.0,7.4287,1294300000,2714;11168,12242;50573;50574;50575;50576;50577;50578;50579;50580;50581;50582;50583;50584;50585;50586,16416
P01780,"HLA class II histocompatibility antigen, DR alpha chain (MHC cell surface glycoprotein) (Major histocompatibility complex, class II, DR alpha)",HLA-DRA,2,16.5,12.32,229,0.0,26.556,2959600000,3063;3064,14216;14217;14218;14219;14220;14221;14222;14223;14224;14225;14226;14227;14228,19283
P01781,"HLA class II histocompatibility antigen, DRB1 beta chain (Human leukocyte antigen DRB1) (HLA-DRB1)",HLA-DRB1,4,36.2,11.771,266,0.0,117.58,12877000000,2675;4414;11120;14994,12076;12077;12078;12079;20639;20640;20641;20642;20643;20644;20645;20646;20647;20648;50410;50411;50412;50413;50414;50415;50416;50417;50418;50419;50420;50421;50422;50423;50424;50425;50426;50427;68879;68880;68881;68882;68883;68884,16194
P01824,Myoglobin,MB,2,13.2,14.117,154,0.0,3.8993,1714000000,11052;15902,50025;50026;50027;72353;72354;72355;72356;72357,67496
P01833,Collagen alpha-1(I) chain (Alpha-1 type I collagen),COL1A1,23,42.0,83.283,1464,0.0,323.31,4491500000,167;394;1116;1594;1750;1985;2305;5708;6404;6499;7583;8758;9805;10152;10543;12015;12163;14688;15403;16174;16331;16729;17062,725;726;727;1427;1428;5603;5604;5605;5606;5607;7300;7655;7656;8240;8241;8242;9388;9389;9390;9391;26569;26570;30043;30649;30650;30651;35630;35631;39485;39486;39487;43655;43656;43657;43658;45043;47858;47859;47860;47861;47862;54274;54275;54915;54916;66929;66930;66931;70231;70232;73813;73814;73815;74341;76460;76461;76462;76463;77842;77843,1027
P01834,Collagen alpha-1(III) chain,COL3A1,9,90.6,11.609,1466,0.0,323.31,298090000000,233;2934;2935;12899;14602;14960;14961;15730;16131,910;911;912;913;914;915;916;917;918;919;920;921;922;923;924;925;926;927;928;13098;13099;13100;13101;13102;13103;13104;13105;13106;13107;13108;13109;13110;13111;13112;13113;13114;13115;13116;13117;13118;13119;13120;13121;13122;13123;13124;13125;13126;13127;13128;13129;13130;13131;13132;13133;13134;13135;13136;13137;13138;13139;13140;13141;13142;13143;13144;13145;13146;13147;13148;13149;13150;13151;13152;13153;13154;13155;13156;13157;13158;13159;13160;13161;13162;13163;13164;13165;13166;13167;13168;13169;13170;13171;13172;13173;13174;13175;13176;13177;13178;13179;13180;13181;13182;13183;13184;13185;13186;13187;13188;13189;13190;13191;13192;13193;13194;13195;13196;13197;13198;13199;13200;13201;13202;13203;13204;13205;13206;13207;13208;13209;13210;13211;13212;13213;13214;13215;13216;13217;13218;13219;13220;13221;13222;13223;13224;13225;13226;13227;13228;13229;13230;13231;13232;13233;13234;13235;13236;13237;13238;13239;13240;13241;13242;13243;13244;13245;13246;13247;13248;13249;13250;13251;13252;13253;13254;13255;13256;13257;13258;13259;13260;13261;13262;13263;13264;13265;13266;13267;13268;13269;13270;13271;13272;13273;13274;13275;13276;13277;13278;13279;13280;13281;13282;13283;13284;13285;13286;13287;13288;13289;13290;13291;13292;13293;13294;13295;13296;13297;13298;13299;13300;13301;13302;13303;13304;13305;13306;13307;13308;13309;13310;13311;13312;13313;13314;13315;13316;13317;13318;13319;13320;13321;13322;13323;13324;13325;13326;13327;13328;13329;13330;13331;13332;13333;13334;13335;13336;13337;13338;13339;13340;13341;13342;13343;13344;13345;13346;13347;13348;13349;13350;13351;13352;13353;13354;13355;13356;13357;13358;13359;13360;13361;13362;13363;13364;13365;13366;13367;13368;13369;13370;13371;13372;13373;13374;13375;13376;13377;13378;13379;13380;13381;13382;13383;13384;13385;13386;13387;13388;13389;13390;13391;13392;13393;13394;13395;13396;13397;13398;13399;13400;13401;13402;13403;13404;13405;13406;13407;13408;13409;13410;13411;13412;13413;13414;13415;13416;13417;13418;13419;13420;13421;13422;13423;13424;13425;13426;58072;58073;58074;58075;58076;58077;58078;58079;58080;58081;58082;58083;58084;58085;58086;58087;58088;58089;58090;58091;58092;58093;58094;58095;58096;58097;58098;58099;58100;58101;58102;58103;58104;58105;58106;58107;58108;58109;58110;58111;58112;58113;58114;58115;58116;58117;58118;58119;58120;58121;58122;58123;58124;58125;58126;58127;58128;58129;58130;58131;58132;58133;58134;58135;58136;58137;66543;66544;66545;66546;66547;66548;66549;66550;66551;66552;66553;66554;66555;66556;66557;66558;66559;66560;66561;66562;66563;66564;66565;66566;66567;66568;66569;66570;66571;66572;66573;66574;66575;66576;66577;66578;66579;66580;66581;66582;66583;66584;66585;66586;66587;66588;66589;66590;66591;66592;66593;66594;66595;66596;66597;66598;66599;66600;66601;66602;66603;66604;66605;66606;66607;66608;66609;66610;66611;66612;66613;66614;66615;66616;66617;66618;66619;66620;66621;66622;66623;66624;66625;66626;66627;66628;66629;66630;66631;66632;66633;66634;66635;66636;66637;66638;66639;66640;66641;66642;66643;66644;66645;66646;66647;66648;68723;68724;68725;68726;68727;68728;68729;68730;68731;68732;68733;68734;68735;68736;68737;68738;68739;68740;68741;68742;68743;68744;68745;68746;68747;68748;68749;68750;68751;68752;68753;68754;68755;68756;68757;68758;68759;68760;68761;68762;68763;68764;68765;68766;68767;68768;68769;68770;68771;68772;68773;68774;68775;68776;68777;68778;68779;68780;68781;68782;68783;68784;68785;68786;68787;68788;68789;68790;68791;68792;68793;68794;68795;71604;71605;73326;73327;73328;73329;73330;73331;73332;73333;73334;73335;73336,1266
P01854,Collagen alpha-1(IV) chain [Cleaved into: Arresten],COL4A1,14,40.0,47.019,1669,0.0,262.37,2355800000,70;331;1270;1316;2197;3096;6338;6483;6557;6558;13294;14172;14816;15893,316;317;318;319;320;1200;1201;6193;6194;6195;6196;6197;6425;6426;8962;8963;8964;14398;14399;29853;30533;30837;30838;30839;30840;30841;60208;60209;60210;63720;63721;68282;72318;72319,416
P01857,Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)],LMNA LMN1,17,73.3,36.105,664,0.0,323.31,660460000000,791;2981;2982;3464;4081;4082;4984;4985;4986;5698;6216;6259;6260;10005;11080;13173;13500;14092;14165;14380;14574;14943;16091;16350,3327;3328;3329;3330;3331;3332;3333;3334;3335;3336;3337;3338;3339;3340;3341;3342;3343;3344;3345;3346;3347;3348;3349;3350;3351;3352;3353;3354;3355;3356;3357;3358;3359;3360;3361;3362;13722;13723;13724;13725;13726;13727;13728;15776;15777;18814;18815;18816;18817;18818;18819;18820;18821;18822;18823;18824;18825;18826;18827;18828;18829;18830;18831;18832;18833;18834;18835;18836;18837;18838;18839;18840;18841;18842;18843;18844;18845;18846;18847;18848;18849;18850;18851;18852;18853;18854;18855;18856;18857;18858;18859;18860;18861;18862;18863;18864;18865;18866;18867;18868;18869;18870;18871;18872;18873;18874;23027;23028;23029;23030;23031;23032;23033;23034;23035;23036;23037;23038;23039;23040;23041;23042;23043;23044;23045;23046;23047;23048;23049;23050;23051;23052;23053;23054;23055;23056;23057;23058;23059;23060;23061;23062;23063;23064;23065;23066;23067;23068;23069;23070;23071;23072;23073;23074;23075;23076;23077;23078;23079;23080;23081;23082;23083;23084;23085;23086;23087;23088;23089;23090;23091;23092;23093;23094;23095;23096;23097;23098;23099;23100;23101;23102;23103;23104;23105;23106;23107;23108;23109;23110;23111;23112;23113;23114;23115;23116;23117;23118;23119;23120;23121;23122;23123;23124;23125;23126;23127;23128;23129;23130;23131;23132;23133;23134;23135;23136;23137;23138;23139;23140;23141;23142;23143;23144;23145;23146;23147;23148;23149;23150;23151;23152;23153;23154;23155;23156;23157;23158;23159;23160;23161;23162;23163;23164;23165;23166;23167;23168;23169;23170;23171;23172;23173;23174;23175;23176;23177;23178;23179;23180;23181;23182;23183;23184;23185;23186;23187;23188;23189;23190;23191;23192;26390;26391;26392;26393;26394;26395;26396;26397;26398;26399;26400;26401;26402;26403;26404;26405;26406;26407;26408;26409;26410;26411;26412;26413;26414;26415;26416;26417;26418;26419;26420;26421;26422;26423;26424;26425;26426;26427;26428;26429;26430;26431;26432;26433;26434;26435;26436;26437;26438;26439;26440;26441;26442;26443;26444;26445;26446;26447;26448;26449;26450;26451;26452;26453;26454;26455;26456;26457;26458;26459;26460;26461;26462;26463;26464;26465;26466;26467;26468;26469;26470;26471;26472;26473;26474;26475;26476;26477;26478;26479;26480;26481;26482;26483;26484;26485;26486;26487;26488;26489;26490;26491;26492;26493;26494;26495;26496;26497;26498;26499;26500;26501;26502;26503;26504;26505;26506;26507;26508;26509;26510;26511;26512;26513;26514;26515;26516;26517;26518;26519;26520;26521;26522;26523;29369;29370;29371;29372;29373;29374;29375;29376;29377;29378;29379;29380;29381;29382;29383;29384;29385;29386;29387;29388;29389;29390;29391;29392;29393;29394;29395;29396;29397;29398;29399;29400;29401;29402;29403;29404;29405;29406;29407;29408;29409;29548;29549;29550;29551;29552;29553;29554;29555;29556;29557;29558;29559;29560;29561;29562;29563;29564;29565;29566;44508;44509;44510;50230;50231;50232;50233;50234;50235;50236;50237;50238;50239;50240;50241;50242;50243;50244;50245;50246;50247;50248;50249;50250;50251;50252;50253;50254;50255;50256;50257;50258;50259;50260;50261;50262;50263;50264;50265;50266;50267;50268;50269;50270;50271;50272;50273;50274;50275;50276;50277;50278;50279;50280;50281;50282;50283;50284;50285;50286;50287;50288;50289;50290;50291;50292;50293;50294;50295;50296;50297;50298;50299;50300;50301;50302;50303;50304;50305;50306;50307;50308;50309;50310;59760;59761;61108;61109;61110;61111;61112;61113;61114;61115;61116;61117;61118;61119;61120;61121;61122;61123;61124;61125;61126;61127;61128;61129;61130;61131;61132;61133;61134;61135;61136;61137;61138;61139;61140;61141;61142;61143;61144;61145;61146;61147;61148;61149;61150;61151;61152;61153;61154;61155;61156;61157;61158;61159;61160;61161;61162;61163;61164;61165;61166;61167;61168;61169;61170;61171;61172;61173;61174;61175;61176;63494;63495;63496;63497;63498;63499;63500;63501;63502;63503;63504;63505;63506;63507;63709;63710;64692;64693;64694;64695;64696;64697;64698;64699;64700;64701;64702;64703;64704;64705;64706;64707;64708;64709;64710;64711;64712;64713;64714;64715;64716;64717;64718;64719;64720;64721;64722;64723;64724;64725;64726;64727;64728;64729;64730;64731;64732;64733;64734;64735;64736;64737;64738;64739;64740;64741;64742;64743;64744;64745;64746;64747;64748;64749;64750;64751;64752;64753;64754;64755;64756;64757;64758;64759;64760;64761;64762;64763;64764;64765;64766;64767;64768;64769;64770;64771;64772;64773;64774;64775;64776;64777;64778;64779;64780;64781;64782;64783;64784;64785;64786;64787;64788;64789;64790;64791;64792;64793;64794;64795;64796;64797;64798;64799;64800;64801;64802;64803;64804;64805;64806;64807;64808;64809;64810;64811;64812;64813;64814;64815;64816;64817;64818;64819;64820;64821;64822;64823;64824;64825;64826;64827;64828;64829;64830;64831;64832;64833;64834;64835;64836;64837;64838;64839;64840;64841;64842;64843;64844;64845;64846;64847;64848;64849;64850;64851;64852;64853;64854;64855;64856;64857;64858;64859;64860;64861;64862;64863;64864;64865;64866;64867;64868;64869;64870;64871;64872;64873;64874;64875;64876;64877;64878;64879;64880;64881;64882;64883;64884;64885;64886;64887;64888;64889;64890;64891;64892;64893;64894;64895;64896;64897;64898;64899;64900;64901;64902;64903;64904;64905;64906;64907;66212;66213;66214;66215;66216;66217;66218;66219;66220;66221;66222;66223;66224;66225;66226;66227;66228;66229;66230;66231;66232;66233;66234;66235;66236;66237;66238;66239;66240;66241;66242;66243;66244;66245;66246;66247;66248;66249;66250;66251;66252;66253;66254;66255;66256;66257;66258;66259;66260;66261;66262;66263;66264;66265;66266;66267;66268;66269;66270;66271;66272;66273;66274;66275;66276;66277;66278;66279;66280;66281;66282;66283;66284;66285;66286;66287;66288;66289;66290;66291;66292;66293;66294;66295;66296;66297;66298;66299;66300;66301;66302;66303;66304;66305;66306;66307;66308;66309;66310;66311;66312;66313;66314;66315;66316;66317;66318;66319;66320;66321;66322;66323;66324;66325;66326;66327;66328;66329;66330;66331;66332;66333;66334;66335;66336;66337;66338;66339;66340;66341;66342;66343;66344;66345;66346;66347;66348;66349;66350;66351;66352;66353;66354;66355;66356;66357;66358;66359;66360;66361;66362;66363;66364;66365;66366;66367;66368;66369;66370;66371;66372;66373;66374;66375;66376;66377;66378;66379;66380;66381;66382;66383;66384;66385;66386;66387;66388;66389;66390;66391;66392;66393;66394;66395;66396;66397;66398;66399;66400;66401;66402;66403;66404;66405;66406;66407;66408;66409;66410;66411;66412;66413;66414;66415;66416;66417;66418;66419;66420;66421;66422;66423;66424;66425;66426;66427;66428;66429;66430;66431;66432;66433;66434;66435;66436;66437;68680;73090;73091;73092;73093;73094;73095;73096;73097;73098;73099;73100;73101;73102;73103;73104;73105;73106;73107;73108;73109;73110;73111;73112;73113;73114;73115;73116;73117;73118;73119;73120;73121;73122;73123;73124;73125;73126;73127;73128;73129;73130;73131;73132;73133;73134;73135;73136;73137;73138;73139;73140;73141;73142;73143;73144;73145;73146;73147;73148;73149;73150;73151;73152;73153;73154;73155;73156;73157;73158;73159;73160;73161;73162;73163;73164;73165;73166;73167;73168;73169;73170;73171;73172;73173;73174;73175;73176;73177;73178;73179;73180;73181;73182;73183;73184;73185;73186;73187;73188;74388;74389;74390;74391,4636
P01859,Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I (Apolipoprotein A-I(1-242))],APOA1,25,74.8,35.9,267,0.0,323.31,650370000000,1469;1470;2981;3454;3460;4081;4083;5699;6037;6214;6215;6259;6261;8103;10005;11080;13173;13499;14163;14382;14572;14573;14945;16092;16350,6980;6981;6982;6983;6984;6985;6986;6987;6988;6989;6990;6991;6992;6993;6994;6995;6996;13722;13723;13724;13725;13726;13727;15532;15533;15534;15535;15536;15537;15772;18814;18815;18816;18817;18818;18819;18820;18821;18822;18823;18824;18825;18826;18827;18828;18829;18830;18831;18832;18833;18834;18835;18836;18837;18838;18839;18840;18875;18876;18877;18878;18879;18880;18881;18882;18883;18884;18885;18886;18887;18888;18889;18890;18891;18892;18893;18894;18895;18896;18897;18898;18899;18900;18901;18902;18903;18904;18905;18906;18907;18908;18909;18910;18911;18912;18913;18914;18915;18916;18917;18918;18919;18920;18921;18922;18923;18924;18925;18926;18927;18928;18929;18930;18931;18932;18933;18934;18935;18936;18937;18938;18939;18940;18941;18942;18943;18944;18945;18946;26524;26525;26526;26527;26528;26529;26530;26531;26532;26533;26534;26535;26536;26537;26538;26539;26540;26541;26542;26543;26544;26545;26546;26547;26548;26549;26550;26551;26552;28470;28471;28472;28473;28474;28475;28476;28477;28478;28479;28480;28481;28482;28483;28484;28485;28486;28487;28488;28489;28490;28491;28492;28493;28494;28495;29349;29350;29351;29352;29353;29354;29355;29356;29357;29358;29359;29360;29361;29362;29363;29364;29365;29366;29367;29368;29548;29549;29550;29551;29552;29553;29554;29555;29567;29568;29569;29570;29571;29572;29573;29574;29575;29576;29577;29578;29579;29580;29581;37631;37632;37633;44508;44509;44510;50230;50231;50232;50233;50234;50235;50236;50237;50238;50239;50240;50241;50242;50243;50244;50245;50246;50247;50248;50249;50250;50251;50252;50253;50254;50255;50256;50257;50258;50259;50260;50261;50262;50263;50264;50265;50266;50267;50268;50269;50270;50271;50272;50273;50274;50275;50276;50277;50278;50279;50280;50281;50282;50283;50284;50285;50286;50287;50288;50289;50290;50291;50292;50293;50294;50295;50296;50297;50298;50299;50300;50301;50302;50303;50304;50305;50306;50307;50308;50309;50310;59760;59761;61044;61045;61046;61047;61048;61049;61050;61051;61052;61053;61054;61055;61056;61057;61058;61059;61060;61061;61062;61063;61064;61065;61066;61067;61068;61069;61070;61071;61072;61073;61074;61075;61076;61077;61078;61079;61080;61081;61082;61083;61084;61085;61086;61087;61088;61089;61090;61091;61092;61093;61094;61095;61096;61097;61098;61099;61100;61101;61102;61103;61104;61105;61106;61107;63705;63706;64925;64926;64927;64928;64929;64930;64931;64932;64933;64934;64935;64936;64937;64938;64939;64940;64941;64942;64943;64944;64945;64946;64947;64948;64949;64950;64951;64952;64953;64954;64955;64956;64957;64958;64959;64960;64961;64962;64963;64964;64965;64966;64967;64968;64969;64970;64971;64972;64973;64974;64975;64976;64977;64978;64979;64980;64981;64982;64983;64984;64985;64986;64987;64988;64989;64990;64991;64992;64993;64994;64995;64996;64997;64998;64999;65000;65001;65002;65003;65004;65005;65006;65007;65008;65009;65010;65011;65012;65013;65014;65015;65016;65017;65018;65019;65020;65021;65022;65023;65024;65025;65026;65027;65028;65029;65030;65031;65032;65033;65034;65035;65036;65037;65038;65039;65040;65041;65042;65043;65044;65045;65046;65047;65048;65049;65050;65051;65052;65053;65054;65055;65056;65057;65058;65059;65060;65061;65062;65063;65064;65065;65066;65067;65068;65976;65977;65978;65979;65980;65981;65982;65983;65984;65985;65986;65987;65988;65989;65990;65991;65992;65993;65994;65995;65996;65997;65998;65999;66000;66001;66002;66003;66004;66005;66006;66007;66008;66009;66010;66011;66012;66013;66014;66015;66016;66017;66018;66019;66020;66021;66022;66023;66024;66025;66026;66027;66028;66029;66030;66031;66032;66033;66034;66035;66036;66037;66038;66039;66040;66041;66042;66043;66044;66045;66046;66047;66048;66049;66050;66051;66052;66053;66054;66055;66056;66057;66058;66059;66060;66061;66062;66063;66064;66065;66066;66067;66068;66069;66070;66071;66072;66073;66074;66075;66076;66077;66078;66079;66080;66081;66082;66083;66084;66085;66086;66087;66088;66089;66090;66091;66092;66093;66094;66095;66096;66097;66098;66099;66100;66101;66102;66103;66104;66105;66106;66107;66108;66109;66110;66111;66112;66113;66114;66115;66116;66117;66118;66119;66120;66121;66122;66123;66124;66125;66126;66127;66128;66129;66130;66131;66132;66133;66134;66135;66136;66137;66138;66139;66140;66141;66142;66143;66144;66145;66146;66147;66148;66149;66150;66151;66152;66153;66154;66155;66156;66157;66158;66159;66160;66161;66162;66163;66164;66165;66166;66167;66168;66169;66170;66171;66172;66173;66174;66175;66176;66177;66178;66179;66180;66181;66182;66183;66184;66185;66186;66187;66188;66189;66190;66191;66192;66193;66194;66195;66196;66197;66198;66199;66200;66201;66202;66203;66204;66205;66206;66207;66208;66209;66210;66211;68682;68683;68684;73189;73190;73191;73192;73193;73194;73195;73196;73197;73198;73199;73200;73201;73202;73203;73204;73205;73206;73207;73208;73209;73210;73211;73212;73213;73214;73215;73216;73217;73218;73219;73220;73221;73222;73223;73224;73225;73226;73227;73228;73229;73230;74388;74389;74390;74391,9596
P01860,Apolipoprotein E (Apo-E),APOE,9,59.7,41.287,317,0.0,283.78,82605000000,791;1744;2981;3454;3463;4081;4083;6214;6259;6261;10005;11080;12474;12585;13173;13500;14381;14395;15029;16091;16349;16413,3327;3328;3329;3330;3331;3332;3333;3334;3335;3336;3337;3338;3339;3340;3341;3342;3343;3344;3345;3346;3347;3348;3349;3350;3351;3352;3353;3354;3355;3356;3357;3358;3359;3360;3361;3362;7647;13722;13723;13724;13725;13726;13727;15532;15533;15534;15535;15536;15537;15775;18814;18815;18816;18817;18818;18819;18820;18821;18822;18823;18824;18825;18826;18827;18828;18829;18830;18831;18832;18833;18834;18835;18836;18837;18838;18839;18840;18875;18876;18877;18878;18879;18880;18881;18882;18883;18884;18885;18886;18887;18888;18889;18890;18891;18892;18893;18894;18895;18896;18897;18898;18899;18900;18901;18902;18903;18904;18905;18906;18907;18908;18909;18910;18911;18912;18913;18914;18915;18916;18917;18918;18919;18920;18921;18922;18923;18924;18925;18926;18927;18928;18929;18930;18931;18932;18933;18934;18935;18936;18937;18938;18939;18940;18941;18942;18943;18944;18945;18946;29349;29350;29351;29352;29353;29354;29355;29356;29357;29358;29359;29360;29361;29362;29363;29364;29365;29366;29367;29548;29549;29550;29551;29552;29553;29554;29555;29567;29568;29569;29570;29571;29572;29573;29574;29575;29576;29577;29578;29579;29580;29581;44508;44509;44510;50230;50231;50232;50233;50234;50235;50236;50237;50238;50239;50240;50241;50242;50243;50244;50245;50246;50247;50248;50249;50250;50251;50252;50253;50254;50255;50256;50257;50258;50259;50260;50261;50262;50263;50264;50265;50266;50267;50268;50269;50270;50271;50272;50273;50274;50275;50276;50277;50278;50279;50280;50281;50282;50283;50284;50285;50286;50287;50288;50289;50290;50291;50292;50293;50294;50295;50296;50297;50298;50299;50300;50301;50302;50303;50304;50305;50306;50307;50308;50309;50310;55972;56409;56410;56411;56412;56413;56414;56415;56416;56417;56418;56419;56420;56421;56422;56423;56424;56425;56426;56427;56428;56429;56430;59760;59761;61108;61109;61110;61111;61112;61113;61114;61115;61116;61117;61118;61119;61120;61121;61122;61123;61124;61125;61126;61127;61128;61129;61130;61131;61132;61133;61134;61135;61136;61137;61138;61139;61140;61141;61142;61143;61144;61145;61146;61147;61148;61149;61150;61151;61152;61153;61154;61155;61156;61157;61158;61159;61160;61161;61162;61163;61164;61165;61166;61167;61168;61169;61170;61171;61172;61173;61174;61175;61176;64908;64909;64910;64911;64912;64913;64914;64915;64916;64917;64918;64919;64920;64921;64922;64923;64924;65162;65163;65164;65165;65166;65167;65168;65169;65170;65171;65172;65173;65174;65175;65176;65177;65178;65179;65180;65181;69030;69031;69032;69033;69034;69035;69036;69037;73090;73091;73092;73093;73094;73095;73096;73097;73098;73099;73100;73101;73102;73103;73104;73105;73106;73107;73108;73109;73110;73111;73112;73113;73114;73115;73116;73117;73118;73119;73120;73121;73122;73123;73124;73125;73126;73127;73128;73129;73130;73131;73132;73133;73134;73135;73136;73137;73138;73139;73140;73141;73142;73143;73144;73145;73146;73147;73148;73149;73150;73151;73152;73153;73154;73155;73156;73157;73158;73159;73160;73161;73162;73163;73164;73165;73166;73167;73168;73169;73170;73171;73172;73173;73174;73175;73176;73177;73178;73179;73180;73181;73182;73183;73184;73185;73186;73187;73188;74382;74383;74384;74385;74386;74387;74876;74877;74878;74879;74880;74881;74882;74883;74884;74885;74886;74887;74888;74889;74890;74891;74892;74893;74894;74895;74896;74897;74898;74899;74900;74901,4636
